id,created_at,campaign_var_1,campaign_var_2,products_purchased,signup_date,user_activity_var_1,user_activity_var_2,user_activity_var_3,user_activity_var_4,user_activity_var_5,user_activity_var_6,user_activity_var_7,user_activity_var_8,user_activity_var_9,user_activity_var_10,user_activity_var_11,user_activity_var_12,buy
4277,24-03-2021,11,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,24-03-2021,6,4,,10-07-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4279,24-03-2021,8,6,2,26-05-2021,1,0,0,0,0,1,0,0,0,0,0,0,0
4280,24-03-2021,4,5,2,,0,0,0,0,0,1,0,0,0,0,0,0,0
4281,24-03-2021,3,5,2,,0,0,0,0,1,0,1,0,0,0,0,0,0
4282,24-03-2021,7,7,3,02-05-2020,1,0,0,0,1,0,1,0,0,0,0,0,0
4283,24-03-2021,8,6,2,14-04-2021,0,0,1,0,0,0,1,0,0,0,0,0,0
4284,24-03-2021,12,6,,,0,0,0,0,0,1,1,1,0,0,1,0,0
4285,24-03-2021,8,6,1,20-06-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
4286,24-03-2021,13,8,2,01-02-2020,0,0,0,0,1,1,0,0,0,0,1,0,0
4287,24-03-2021,8,4,2,05-08-2020,1,0,0,0,1,0,1,0,0,0,0,0,0
4288,24-03-2021,2,10,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,25-03-2021,3,4,4,23-04-2018,0,0,0,0,0,1,0,0,0,0,0,0,0
4290,25-03-2021,9,8,3,11-03-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
4291,25-03-2021,3,4,,,0,0,0,0,0,0,1,0,0,0,0,0,0
4292,25-03-2021,11,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0
4293,25-03-2021,5,9,1,02-10-2020,0,0,0,0,0,1,1,0,0,0,0,0,0
4294,25-03-2021,3,3,2,30-09-2019,1,0,0,0,0,1,0,0,0,0,0,0,0
4295,25-03-2021,13,9,,05-03-2021,2,0,0,0,0,0,0,0,0,0,0,0,0
4296,25-03-2021,4,7,,,0,0,0,0,1,0,0,0,0,0,1,0,0
4297,25-03-2021,6,8,2,22-12-2020,1,0,0,0,1,0,0,0,0,0,0,0,1
4298,25-03-2021,10,10,3,,0,0,0,0,0,1,0,0,0,0,0,0,0
4299,25-03-2021,4,4,3,17-09-2018,1,0,0,0,0,2,0,0,0,0,0,0,0
4300,25-03-2021,5,5,3,01-08-2020,1,0,0,0,0,0,1,0,0,0,1,0,0
4301,25-03-2021,11,10,,13-09-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,25-03-2021,10,8,,14-03-2022,0,0,0,0,0,1,1,0,0,0,0,0,0
4303,25-03-2021,11,6,3,,1,0,0,0,1,0,0,0,0,0,0,0,0
4304,25-03-2021,13,4,,11-04-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
4305,25-03-2021,2,4,,30-01-2020,0,0,0,0,0,0,0,1,0,0,0,0,0
4306,25-03-2021,2,9,4,20-11-2019,0,0,0,0,0,0,0,1,0,0,0,0,0
4307,25-03-2021,1,3,2,,1,0,1,0,0,0,0,0,0,0,0,0,0
4308,25-03-2021,6,2,2,,0,0,0,0,0,0,1,0,0,0,0,0,0
4309,25-03-2021,7,7,3,27-08-2017,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,25-03-2021,7,9,,,1,0,0,0,0,0,0,1,0,0,0,0,0
4311,25-03-2021,1,1,2,,1,0,0,0,0,1,0,0,0,0,0,0,0
4312,25-03-2021,4,7,,,0,0,0,0,1,1,0,1,0,0,0,0,0
4313,25-03-2021,9,9,2,02-03-2018,1,0,1,0,1,0,0,0,0,0,0,0,0
4314,25-03-2021,4,6,,14-07-2020,1,0,0,0,0,0,0,0,1,0,0,0,1
4315,25-03-2021,13,9,2,22-06-2021,0,0,1,0,0,1,0,0,0,0,1,0,0
4316,25-03-2021,3,6,2,,0,0,0,0,0,0,1,0,0,0,1,0,0
4317,25-03-2021,1,5,2,21-02-2021,1,0,0,0,0,1,1,0,0,0,0,0,0
4318,25-03-2021,3,4,,25-05-2020,0,0,0,0,1,1,0,0,0,0,1,0,0
4319,25-03-2021,10,8,3,22-10-2021,1,0,0,0,0,1,1,0,0,0,0,0,0
4320,25-03-2021,7,4,,,1,0,0,0,0,1,0,1,0,0,0,0,0
4321,25-03-2021,12,10,,,0,0,0,0,0,1,0,1,0,0,0,0,0
4322,25-03-2021,8,7,,,1,0,0,0,0,0,0,0,0,0,0,0,0
4323,25-03-2021,10,8,,14-01-2021,1,0,0,0,0,0,1,0,0,0,0,0,0
4324,25-03-2021,5,6,4,29-04-2020,0,0,0,0,0,0,0,1,0,0,0,0,0
4325,25-03-2021,6,9,,,1,0,0,0,1,0,1,0,0,0,0,0,0
4326,25-03-2021,6,4,,03-06-2019,0,0,0,0,1,0,0,1,0,0,0,0,0
4327,25-03-2021,2,1,2,20-05-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4328,25-03-2021,10,8,2,17-03-2021,1,0,0,0,0,0,1,0,0,0,0,0,0
4329,25-03-2021,6,6,1,09-12-2020,1,1,0,0,1,1,0,0,0,0,0,0,1
4330,25-03-2021,3,1,,15-02-2021,0,0,0,0,0,1,0,1,0,0,1,0,0
4331,25-03-2021,8,7,3,29-05-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4332,25-03-2021,2,3,,14-01-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,25-03-2021,12,9,3,,0,0,0,0,0,0,0,1,0,0,1,0,0
4334,25-03-2021,7,6,2,25-01-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,25-03-2021,8,8,3,20-11-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4336,25-03-2021,6,6,3,,0,0,0,0,0,2,0,1,0,0,0,0,0
4337,25-03-2021,9,7,,24-09-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4338,25-03-2021,10,9,,30-05-2018,0,0,0,0,0,0,1,0,0,0,0,0,1
4339,25-03-2021,4,2,,10-05-2020,1,0,1,0,1,0,0,0,0,0,0,0,1
4340,25-03-2021,4,2,1,23-09-2018,1,0,0,0,1,0,1,0,0,0,0,0,0
4341,25-03-2021,3,8,3,,1,0,0,0,1,0,0,0,0,0,1,0,0
4342,25-03-2021,5,4,2,28-02-2020,1,0,0,0,0,0,1,0,0,0,0,0,0
4343,25-03-2021,2,2,,,0,0,0,0,0,1,0,1,0,0,0,0,0
4344,25-03-2021,9,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0
4345,25-03-2021,13,9,2,02-11-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
4346,25-03-2021,3,8,,11-02-2022,0,0,0,0,0,1,0,1,0,0,0,0,0
4347,25-03-2021,12,6,,10-03-2020,1,0,0,0,0,0,1,1,0,0,1,0,0
4348,25-03-2021,9,5,3,24-08-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
4349,25-03-2021,7,6,1,05-11-2021,1,0,0,0,0,0,1,0,0,0,0,0,0
4350,25-03-2021,7,6,2,19-02-2022,0,0,0,0,0,0,1,0,0,0,1,0,0
4351,25-03-2021,6,8,,,0,0,0,0,0,2,0,0,0,0,0,0,0
4352,25-03-2021,5,4,,,1,0,0,0,0,0,1,0,0,0,1,0,0
4353,25-03-2021,3,4,3,,1,0,0,0,0,0,0,1,0,0,0,0,0
4354,25-03-2021,2,5,,,1,0,0,0,1,1,0,0,0,0,0,0,0
4355,25-03-2021,5,7,2,26-05-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4356,25-03-2021,1,3,4,,1,0,0,0,0,0,1,0,0,0,0,0,0
4357,25-03-2021,4,4,,29-03-2020,0,0,0,0,0,0,0,1,0,0,0,0,0
4358,25-03-2021,2,8,2,23-10-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
4359,26-03-2021,6,9,,08-08-2019,0,0,0,0,0,0,0,0,0,0,1,0,0
4360,26-03-2021,3,7,1,12-02-2022,0,0,0,0,0,2,1,0,0,0,0,0,0
4361,26-03-2021,7,3,,,0,0,0,0,0,0,0,1,0,0,0,0,0
4362,26-03-2021,8,4,,,1,0,0,0,0,1,0,1,0,0,0,0,0
4363,26-03-2021,4,6,,08-12-2020,0,0,0,0,0,0,0,0,0,0,1,0,0
4364,26-03-2021,5,3,1,01-08-2020,1,0,0,0,0,1,1,0,0,0,0,0,0
4365,26-03-2021,7,4,,,0,0,0,0,0,1,0,1,0,0,0,0,0
4366,26-03-2021,4,5,1,,0,0,1,0,0,0,1,1,0,0,0,0,0
4367,26-03-2021,5,8,3,15-01-2021,0,0,1,0,0,0,1,0,0,0,0,0,0
4368,26-03-2021,5,3,2,21-11-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4369,26-03-2021,1,4,,25-05-2019,0,0,1,0,0,1,1,0,1,0,1,0,1
4370,26-03-2021,10,7,3,28-08-2018,0,0,1,0,1,2,0,0,0,0,0,0,0
4371,26-03-2021,3,6,,24-09-2021,0,0,0,0,1,1,1,0,0,0,1,0,1
4372,26-03-2021,6,2,2,16-10-2018,0,0,0,0,0,0,1,0,0,0,1,0,0
4373,26-03-2021,4,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0
4374,26-03-2021,2,4,3,16-08-2018,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,26-03-2021,2,3,2,24-08-2020,0,0,0,0,0,0,0,1,0,0,0,0,0
4376,26-03-2021,3,1,1,26-08-2019,1,0,1,0,0,0,0,0,0,0,0,0,0
4377,26-03-2021,10,9,3,14-05-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
4378,26-03-2021,10,2,,,1,0,1,0,0,0,0,0,0,0,0,0,0
4379,26-03-2021,11,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,26-03-2021,7,7,,,0,0,0,0,0,0,0,1,0,0,0,0,0
4381,26-03-2021,2,4,,16-06-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4382,26-03-2021,4,2,,26-10-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4383,26-03-2021,8,7,,06-03-2021,1,0,0,0,0,1,0,1,0,0,0,0,0
4384,26-03-2021,8,2,3,09-07-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4385,26-03-2021,11,6,,,0,0,0,0,0,0,1,0,0,0,0,0,0
4386,26-03-2021,7,4,2,,0,0,0,0,0,1,1,0,0,0,0,0,0
4387,26-03-2021,2,6,,04-01-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4388,26-03-2021,6,4,1,20-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,26-03-2021,5,3,2,05-08-2020,1,0,0,0,0,0,1,0,0,0,0,0,0
4390,26-03-2021,5,3,,31-01-2020,1,0,0,0,0,1,0,0,0,0,0,0,0
4391,26-03-2021,10,3,,10-03-2020,1,0,1,0,0,0,0,1,0,0,0,0,0
4392,26-03-2021,5,5,3,08-09-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4393,26-03-2021,4,4,2,27-05-2020,1,0,1,0,0,0,1,0,0,0,0,0,0
4394,26-03-2021,7,5,,,0,0,0,0,0,1,0,0,0,0,0,0,0
4395,26-03-2021,5,11,,,0,0,0,0,0,0,1,0,0,0,0,0,0
4396,26-03-2021,5,4,3,27-05-2020,0,0,0,0,0,1,0,1,0,0,1,0,0
4397,26-03-2021,8,7,,31-07-2020,1,0,0,0,0,0,1,0,0,0,0,0,0
4398,26-03-2021,6,4,,25-12-2020,0,0,1,0,0,0,0,1,0,0,1,0,0
4399,26-03-2021,5,3,2,22-05-2021,1,0,0,0,0,0,1,0,0,0,0,0,0
4400,26-03-2021,2,6,4,21-03-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
4401,26-03-2021,8,8,,20-12-2021,1,0,0,0,0,1,1,0,0,0,0,0,0
4402,26-03-2021,12,5,,,0,0,0,0,0,0,1,0,0,0,0,0,0
4403,26-03-2021,3,5,,,0,0,0,0,0,1,1,0,0,0,0,0,0
4404,26-03-2021,2,3,2,15-03-2021,1,0,0,0,0,1,0,0,0,0,0,0,0
4405,26-03-2021,8,10,1,25-01-2022,1,0,1,0,0,0,1,0,0,0,0,0,0
4406,26-03-2021,1,3,2,13-04-2020,0,0,1,0,0,1,1,0,0,0,0,0,0
4407,26-03-2021,1,2,2,23-01-2021,1,0,0,0,1,0,1,0,0,0,0,0,0
4408,26-03-2021,4,4,,,1,0,0,0,1,0,0,0,0,0,1,0,0
4409,26-03-2021,5,7,3,10-12-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4410,26-03-2021,9,7,3,13-03-2019,1,0,1,0,0,0,0,0,0,0,0,0,0
4411,26-03-2021,11,9,,,0,0,0,0,1,1,0,0,0,0,0,0,0
4412,26-03-2021,9,8,1,19-11-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
4413,26-03-2021,1,3,2,,0,0,0,0,0,0,0,0,0,0,1,0,0
4414,26-03-2021,5,7,,,0,0,0,0,0,0,1,0,0,0,0,0,0
4415,27-03-2021,2,6,,27-09-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
4416,27-03-2021,4,3,3,,2,0,0,0,0,0,0,0,0,0,0,0,0
4417,27-03-2021,10,12,,,0,0,0,0,0,1,0,1,0,0,1,0,0
4418,27-03-2021,9,12,,24-06-2021,0,0,0,0,0,1,0,0,0,0,1,0,0
4419,27-03-2021,8,8,,07-06-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
4420,27-03-2021,5,9,3,24-02-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4421,27-03-2021,6,6,2,16-04-2018,0,1,0,0,0,0,1,0,0,0,0,0,1
4422,27-03-2021,8,8,1,15-11-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
4423,27-03-2021,7,7,,09-03-2020,1,1,0,0,0,0,0,0,0,0,1,0,1
4424,27-03-2021,6,5,1,04-04-2020,0,0,0,0,0,1,0,0,0,0,1,0,0
4425,27-03-2021,4,3,3,28-09-2019,1,0,0,0,0,0,1,1,0,0,0,0,0
4426,27-03-2021,4,7,3,08-10-2019,0,0,1,0,0,1,0,0,0,0,1,0,0
4427,27-03-2021,15,8,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
4428,27-03-2021,15,10,,,0,0,1,0,0,1,0,0,0,0,0,0,0
4429,27-03-2021,9,10,2,24-12-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4430,27-03-2021,6,5,4,22-05-2020,0,0,0,0,1,1,0,0,0,0,0,0,0
4431,27-03-2021,10,8,,02-10-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
4432,27-03-2021,1,6,,26-06-2020,0,0,1,0,0,1,1,0,0,0,0,0,0
4433,27-03-2021,2,2,1,03-09-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
4434,27-03-2021,11,7,,18-06-2019,1,0,0,0,0,0,0,0,0,0,1,0,0
4435,27-03-2021,6,3,,01-10-2021,0,0,0,0,0,0,1,0,0,0,0,0,0
4436,27-03-2021,4,4,3,,0,0,1,0,0,0,0,0,0,0,1,0,0
4437,27-03-2021,1,7,2,25-01-2022,1,0,1,0,0,0,1,0,0,0,0,0,0
4438,27-03-2021,9,7,,19-08-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4439,27-03-2021,3,6,1,04-09-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
4440,27-03-2021,6,4,2,02-12-2019,1,0,0,1,0,0,0,0,1,0,0,0,1
4441,27-03-2021,12,8,2,,1,0,1,0,0,0,0,0,0,0,0,0,0
4442,27-03-2021,3,4,,11-08-2020,1,0,0,0,0,0,0,1,0,0,0,0,0
4443,27-03-2021,5,11,,,1,0,0,0,0,1,0,0,0,0,0,0,0
4444,27-03-2021,5,3,,,0,0,1,0,0,0,0,0,0,0,0,0,0
4445,27-03-2021,11,7,,18-06-2018,1,0,0,0,0,0,0,1,0,0,0,0,0
4446,27-03-2021,5,1,3,,0,0,0,0,1,0,0,1,0,0,0,0,0
4447,27-03-2021,4,7,,02-03-2020,0,0,0,0,0,1,1,0,0,0,0,0,0
4448,27-03-2021,4,5,2,04-11-2021,0,0,0,0,0,1,0,0,0,0,1,0,0
4449,27-03-2021,11,8,2,,0,0,0,0,0,1,0,0,0,0,0,0,0
4450,27-03-2021,3,6,3,30-03-2020,0,0,0,0,0,0,1,1,0,0,1,0,0
4451,27-03-2021,10,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0
4452,27-03-2021,6,7,1,21-02-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,27-03-2021,7,4,3,20-03-2018,0,0,0,0,1,1,1,0,0,0,1,0,0
4454,27-03-2021,2,7,,15-03-2022,0,0,0,0,0,0,1,0,0,0,1,0,0
4455,27-03-2021,7,11,3,17-10-2018,1,0,0,0,0,1,0,0,0,0,0,0,0
4456,27-03-2021,4,6,2,,0,0,0,0,0,1,0,0,0,0,1,0,0
4457,27-03-2021,10,6,,11-04-2021,1,0,0,0,1,0,0,0,0,0,0,0,0
4458,27-03-2021,10,10,,,0,0,1,0,0,0,0,0,0,0,0,0,0
4459,27-03-2021,1,3,2,08-07-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
4460,27-03-2021,9,7,,,1,0,0,0,0,1,0,1,0,0,1,0,0
4461,27-03-2021,6,4,,11-01-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
4462,27-03-2021,4,5,,04-07-2020,0,0,1,0,0,0,0,0,0,0,1,0,0
4463,27-03-2021,2,4,,13-08-2021,1,0,0,0,0,1,1,0,0,0,0,0,0
4464,27-03-2021,1,4,,05-08-2021,1,0,0,0,0,1,0,0,0,0,0,0,0
4465,27-03-2021,2,5,3,12-09-2021,1,0,0,0,0,0,0,1,0,0,1,0,0
4466,27-03-2021,4,7,3,01-11-2016,0,0,0,0,0,1,0,0,0,0,0,0,1
4467,27-03-2021,9,6,,26-06-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4468,27-03-2021,10,6,,15-01-2017,1,0,0,0,0,1,0,0,0,0,0,0,0
4469,27-03-2021,8,6,,,0,0,0,0,0,1,0,0,0,0,0,0,0
4470,27-03-2021,5,5,2,,0,0,0,0,0,1,1,1,0,0,1,0,0
4471,27-03-2021,8,6,,25-07-2019,1,0,0,0,0,0,0,0,0,0,0,0,0
4472,27-03-2021,1,3,,20-10-2021,0,0,1,0,0,0,0,0,0,0,0,0,0
4473,27-03-2021,2,4,,29-10-2018,1,0,0,0,1,0,0,0,1,0,0,0,1
4474,27-03-2021,13,9,1,16-11-2019,1,0,0,0,1,0,0,0,0,0,0,0,0
4475,27-03-2021,6,9,2,04-03-2018,0,0,0,0,0,0,1,0,0,0,0,0,0
4476,27-03-2021,5,8,,,0,0,1,0,0,1,0,0,0,0,0,0,0
4477,27-03-2021,5,3,3,20-11-2021,1,0,1,0,0,0,0,0,0,0,0,0,0
4478,27-03-2021,9,5,1,,1,0,0,0,0,1,1,0,0,0,0,0,0
4479,27-03-2021,10,10,,19-02-2020,1,0,0,0,0,1,0,0,0,0,0,0,0
4480,27-03-2021,5,3,,,0,0,1,0,1,0,1,0,0,0,0,0,0
4481,27-03-2021,12,5,,22-05-2020,1,0,0,0,0,0,0,0,0,0,0,0,0
4482,27-03-2021,4,6,,09-05-2021,1,0,0,0,1,0,1,0,0,0,0,0,0
4483,27-03-2021,2,4,,09-02-2022,1,0,0,0,0,1,0,0,0,0,0,0,0
4484,27-03-2021,3,1,1,13-02-2022,0,0,0,0,0,0,0,0,0,0,0,0,0
4485,27-03-2021,6,3,,07-07-2021,1,0,0,0,0,0,2,0,0,0,0,0,0
4486,28-03-2021,3,5,,14-05-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4487,28-03-2021,8,6,,17-12-2021,0,0,0,1,0,1,0,0,1,0,1,0,1
4488,28-03-2021,5,7,,25-07-2021,1,0,0,0,0,1,0,0,0,0,0,0,0
4489,28-03-2021,11,3,3,,1,0,0,0,0,0,0,0,0,0,1,0,0
4490,28-03-2021,4,6,2,13-12-2018,0,0,0,1,0,1,0,0,0,0,1,0,1
4491,28-03-2021,4,9,,22-06-2021,1,0,0,0,0,0,1,0,0,0,1,0,0
4492,28-03-2021,8,6,,,1,0,0,0,0,1,0,0,0,0,0,0,0
4493,28-03-2021,4,1,3,03-12-2019,1,0,0,0,1,0,0,1,0,0,0,0,0
4494,28-03-2021,6,4,4,19-01-2021,1,0,0,0,1,0,1,0,0,0,0,0,0
4495,28-03-2021,8,7,,10-11-2021,1,0,1,0,0,0,0,0,0,0,0,0,0
4496,28-03-2021,12,6,,,0,0,0,0,0,1,1,0,0,0,0,0,0
4497,28-03-2021,9,8,2,31-12-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
4498,28-03-2021,1,4,1,14-07-2019,1,0,0,0,0,0,0,0,0,0,0,0,0
4499,28-03-2021,2,1,3,17-06-2019,0,0,0,0,0,1,0,1,0,0,0,0,0
4500,28-03-2021,1,2,3,21-10-2018,0,0,0,0,0,1,0,0,0,0,0,0,0
4501,28-03-2021,4,6,2,05-01-2020,1,0,0,0,0,0,1,1,0,0,0,0,0
4502,28-03-2021,7,6,3,29-08-2019,0,0,1,0,0,0,1,1,0,0,0,0,0
4503,28-03-2021,13,9,3,26-09-2020,0,0,0,0,0,2,0,0,0,0,0,0,0
4504,28-03-2021,4,3,,31-12-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4505,28-03-2021,3,7,2,03-03-2022,1,0,0,0,0,1,0,0,0,0,0,0,0
4506,28-03-2021,1,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
4507,28-03-2021,2,4,,,0,0,0,0,0,1,0,0,0,0,0,0,0
4508,28-03-2021,6,3,,11-02-2021,0,0,0,0,0,1,0,0,0,0,0,0,0
4509,28-03-2021,5,6,4,17-06-2018,1,0,0,0,0,1,0,0,0,0,0,0,0
4510,28-03-2021,8,6,,13-07-2019,0,0,0,0,0,1,1,1,0,0,0,0,0
4511,28-03-2021,1,1,2,06-03-2018,0,0,0,0,0,0,1,1,0,0,0,0,0
4512,28-03-2021,3,2,,29-09-2019,0,0,0,0,0,1,0,1,0,0,1,0,0
4513,28-03-2021,4,5,,23-02-2021,1,0,0,0,0,1,1,0,0,0,0,0,0
4514,28-03-2021,10,10,,,0,0,0,0,0,1,0,0,0,0,0,0,0
4515,28-03-2021,11,9,,,0,0,0,0,0,0,1,1,0,0,0,0,0
4516,28-03-2021,2,5,,27-11-2021,0,0,0,0,0,2,0,1,0,0,0,0,0
4517,28-03-2021,1,2,2,15-01-2022,1,0,0,0,0,0,0,0,0,0,0,0,0
4518,28-03-2021,9,4,1,19-10-2021,0,0,0,0,0,0,1,0,0,0,0,0,0
4519,28-03-2021,9,8,3,27-04-2018,1,0,0,0,0,0,1,0,0,0,0,0,0
4520,28-03-2021,7,7,,11-06-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4521,28-03-2021,6,5,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
4522,28-03-2021,7,3,2,10-10-2019,0,0,0,0,0,1,0,1,0,0,1,0,0
4523,28-03-2021,2,2,1,17-09-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4524,28-03-2021,9,6,4,18-07-2018,1,0,0,0,0,0,0,0,0,0,0,0,0
4525,28-03-2021,3,4,2,22-02-2020,1,0,0,0,0,0,1,0,0,0,0,0,0
4526,28-03-2021,10,12,,,1,0,0,0,0,0,0,0,0,0,0,0,0
4527,28-03-2021,12,6,,22-01-2022,0,0,0,0,0,0,0,1,0,0,1,0,0
4528,28-03-2021,6,7,,25-09-2021,1,0,0,0,0,0,1,0,1,0,1,0,1
4529,28-03-2021,3,1,,,0,0,0,0,0,1,1,0,0,0,0,0,0
4530,28-03-2021,13,9,,,0,0,0,0,0,0,1,0,0,0,0,0,0
4531,28-03-2021,6,3,3,17-07-2020,0,0,0,0,0,1,0,1,0,0,1,0,0
4532,28-03-2021,5,8,,,0,0,0,0,0,1,0,0,0,0,0,0,0
4533,28-03-2021,7,9,,,0,0,1,0,0,1,0,1,0,0,1,0,0
4534,28-03-2021,6,3,1,,0,0,1,0,0,1,0,0,0,0,0,0,0
4535,28-03-2021,5,5,2,12-03-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4536,28-03-2021,2,3,1,19-05-2019,1,0,1,0,0,0,1,0,0,0,0,0,0
4537,28-03-2021,8,8,1,24-09-2020,0,0,0,0,0,0,1,0,0,0,0,0,0
4538,28-03-2021,6,6,,17-08-2020,0,0,0,0,0,0,0,0,0,0,0,0,0
4539,28-03-2021,15,13,,03-02-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4540,28-03-2021,8,8,,,0,0,0,0,0,1,0,0,0,0,0,0,0
4541,28-03-2021,3,3,,17-05-2018,1,0,0,0,0,0,0,0,0,0,0,0,0
4542,28-03-2021,5,5,,02-01-2021,0,0,0,0,0,0,0,1,0,0,1,0,0
4543,28-03-2021,11,7,,10-08-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4544,28-03-2021,3,6,,21-08-2020,0,0,0,0,0,1,0,1,0,0,1,0,0
4545,28-03-2021,5,7,,08-01-2022,0,0,0,0,0,1,1,1,0,0,0,0,0
4546,28-03-2021,8,9,,,1,0,1,0,0,1,0,0,0,0,0,0,0
4547,28-03-2021,3,3,1,27-09-2019,0,0,0,0,1,0,1,0,0,0,0,0,0
4548,28-03-2021,3,7,2,29-12-2019,0,0,0,0,0,1,1,0,0,0,0,0,0
4549,28-03-2021,4,9,,,1,0,0,0,1,0,0,0,0,0,0,0,0
4550,28-03-2021,5,5,2,04-04-2021,0,0,0,0,0,0,0,0,0,0,0,0,0
4551,28-03-2021,3,4,,,1,0,0,0,0,0,0,1,0,0,1,0,0
4552,29-03-2021,4,3,,,0,0,0,0,0,1,0,0,0,0,0,0,0
4553,29-03-2021,10,7,2,,1,0,0,0,0,1,0,1,0,0,0,0,0
4554,29-03-2021,2,5,2,05-11-2020,0,1,0,1,1,1,0,0,0,0,1,0,1
4555,29-03-2021,7,8,1,,1,0,0,0,0,1,0,0,0,0,0,0,0
4556,29-03-2021,11,4,3,04-01-2020,1,0,1,0,1,0,0,0,0,0,0,0,0
4557,29-03-2021,9,3,,,1,0,0,0,0,0,0,0,0,0,0,0,0
4558,29-03-2021,2,4,2,15-07-2021,0,0,0,0,0,0,1,0,1,0,2,0,1
4559,29-03-2021,2,2,,,0,0,0,0,0,2,1,0,0,0,0,0,0
4560,29-03-2021,6,8,,,0,0,0,0,0,1,1,1,0,0,0,0,0
4561,29-03-2021,12,11,,23-04-2021,1,0,0,0,0,0,0,0,0,0,0,0,0
4562,29-03-2021,5,8,,,0,0,0,0,0,1,1,0,0,0,1,0,0
4563,29-03-2021,7,4,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
4564,29-03-2021,3,3,,02-02-2021,0,0,0,0,1,0,1,0,0,0,0,0,0
4565,29-03-2021,5,4,3,14-09-2019,0,0,0,0,1,0,1,0,1,0,1,0,1
4566,29-03-2021,2,8,,,0,0,0,0,0,0,0,0,0,0,1,0,0
4567,29-03-2021,3,4,,18-07-2019,0,0,0,0,0,1,0,0,0,0,1,0,0
4568,29-03-2021,5,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0
4569,29-03-2021,10,11,,25-02-2022,0,0,0,0,0,0,0,0,0,0,0,0,0
4570,29-03-2021,6,5,,26-04-2020,0,0,0,0,0,1,0,0,0,0,0,0,0
4571,29-03-2021,6,9,3,21-04-2021,1,0,0,0,1,0,0,0,0,0,0,0,0
4572,29-03-2021,6,7,,07-08-2019,0,0,0,0,0,0,0,0,0,0,1,0,0
4573,29-03-2021,4,6,,05-07-2021,0,1,0,0,0,1,0,0,0,0,1,0,1
